antecedent,consequent,support,confidence,lift
"['18', '17']",['40'],0.05045105245573004,0.5033333333333333,1.101225633528265
"['18', '40']",['17'],0.05045105245573004,0.5261324041811847,1.1485881004480567
['18'],"['17', '40']",0.05045105245573004,0.26352530541012215,1.242096439515741
"['17', '40']",['18'],0.05045105245573004,0.2377952755905512,1.2420964395157412
"['48', '29', '28']",['35'],0.05412629468760441,0.4576271186440678,1.2384068409599411
"['48', '29', '35']",['28'],0.05412629468760441,0.6328125,1.294605476760082
"['48', '35']","['29', '28']",0.05412629468760441,0.2608695652173913,1.3034768091747113
"['48', '35', '28']",['29'],0.05412629468760441,0.47230320699708456,1.2082081184122002
"['29', '35']","['48', '28']",0.05412629468760441,0.36404494382022473,1.348498164423184
"['48', '29']","['35', '28']",0.05412629468760441,0.2488479262672811,1.2666698015611775
"['48', '28']","['29', '35']",0.05412629468760441,0.2004950495049505,1.348498164423184
"['29', '28']","['48', '35']",0.05412629468760441,0.2704507512520868,1.3034768091747113
"['35', '28']","['48', '29']",0.05412629468760441,0.2755102040816326,1.2666698015611773
"['29', '28', '35']",['48'],0.05412629468760441,0.6113207547169811,1.1521933368185924
"['29', '43']","['36', '40']",0.06448379552288673,0.38832997987927564,1.3252812198160455
"['36', '43', '40']",['29'],0.06448379552288673,0.46618357487922707,1.1925533671910484
"['29', '40']","['36', '43']",0.06448379552288673,0.35940409683426444,1.3379309226678526
"['36', '29']","['43', '40']",0.06448379552288673,0.24648786717752236,1.2461793690241967
"['36', '29', '43']",['40'],0.06448379552288673,0.5376044568245125,1.1762062421606476
"['36', '43']","['29', '40']",0.06448379552288673,0.24004975124378108,1.3379309226678524
"['36', '29', '40']",['43'],0.06448379552288673,0.5216216216216216,1.3010112612612614
"['29', '43', '40']",['36'],0.06448379552288673,0.7658730158730159,1.2199350380563794
"['36', '40']","['29', '43']",0.06448379552288673,0.22006841505131128,1.3252812198160455
"['43', '40']","['36', '29']",0.06448379552288673,0.3260135135135135,1.2461793690241967
"['17', '34', '36']",['38'],0.05145339124624123,0.7777777777777778,1.0277655138582291
"['17', '34']","['38', '36']",0.05145339124624123,0.5480427046263345,1.1296775585031813
"['34', '38', '17']",['36'],0.05145339124624123,0.6968325791855203,1.1099626979788517
"['38', '17', '36']",['34'],0.05145339124624123,0.21906116642958748,1.0855133627876743
"['36', '34']","['38', '17']",0.05145339124624123,0.3719806763285024,1.0405029572441193
['34'],"['38', '17', '36']",0.05145339124624123,0.25496688741721857,1.0855133627876745
"['38', '34']","['17', '36']",0.05145339124624123,0.33189655172413796,1.127544130885749
"['38', '34', '36']",['17'],0.05145339124624123,0.47678018575851394,1.0408483559265005
"['14', '35']","['38', '43']",0.057133311059137985,0.3638297872340426,1.1559899715408593
"['35', '43']","['14', '38']",0.057133311059137985,0.3496932515337423,1.1327185084853797
"['14', '38', '43']",['35'],0.057133311059137985,0.4275,1.156878390596745
"['14', '43']","['38', '35']",0.057133311059137985,0.34826883910386963,1.2078431465097124
"['14', '38', '35']",['43'],0.057133311059137985,0.4430051813471503,1.104928756476684
"['14', '35', '43']",['38'],0.057133311059137985,0.8221153846153846,1.086353795211411
"['38', '35', '43']",['14'],0.057133311059137985,0.4418604651162791,1.117910711828422
"['11', '23']",['35'],0.06414968259271633,0.41830065359477125,1.1319835951258141
"['35', '23']",['11'],0.06414968259271633,0.56973293768546,1.0923835249792322
"['11', '35']",['23'],0.06414968259271633,0.31475409836065577,1.1214988290398127
['23'],"['11', '35']",0.06414968259271633,0.22857142857142856,1.1214988290398125
"['48', '23']","['38', '29']",0.058803875709989975,0.3674321503131524,1.2124855853222327
"['38', '29', '23']",['48'],0.058803875709989975,0.64,1.2062468513853906
"['38', '23']","['48', '29']",0.058803875709989975,0.26112759643916916,1.2005451553647208
"['48', '29']","['38', '23']",0.058803875709989975,0.27035330261136714,1.2005451553647208
"['48', '29', '23']",['38'],0.058803875709989975,0.8543689320388349,1.1289740457360853
"['48', '38', '29']",['23'],0.058803875709989975,0.33460076045627374,1.1922143762447943
"['29', '23']","['48', '38']",0.058803875709989975,0.5191740412979351,1.2541468164687004
"['48', '38', '23']",['29'],0.058803875709989975,0.44556962025316454,1.1398204046305311
['23'],"['48', '38', '29']",0.058803875709989975,0.20952380952380953,1.1922143762447945
['25'],"['48', '14']",0.051787504176411626,0.22561863173216884,1.0278182112243248
"['48', '25']",['14'],0.051787504176411626,0.40575916230366493,1.0265741105451134
"['14', '25']",['48'],0.051787504176411626,0.543859649122807,1.0250452958592957
"['48', '14']",['25'],0.051787504176411626,0.2359208523592085,1.0278182112243248
"['48', '7']","['36', '28']",0.05045105245573004,0.36561743341404357,1.144657926996059
"['36', '7']","['48', '28']",0.05045105245573004,0.299009900990099,1.10759484364278
['7'],"['48', '36', '28']",0.05045105245573004,0.20241286863270777,1.140907186097353
"['7', '28']","['48', '36']",0.05045105245573004,0.383248730964467,1.1413566684344774
