antecedent,consequent,support,confidence,lift
['whole_milk'],['other_vegetables'],0.014836596939116486,0.09394837071519255,0.7694304712706218
['other_vegetables'],['whole_milk'],0.014836596939116486,0.12151067323481117,0.7694304712706219
['whole_milk'],['rolls/buns'],0.013967787208447505,0.08844688954718578,0.8040284376030018
['rolls/buns'],['whole_milk'],0.013967787208447505,0.12697448359659783,0.8040284376030019
['rolls/buns'],['other_vegetables'],0.010559379803515338,0.0959902794653706,0.7861535586427697
['other_vegetables'],['rolls/buns'],0.010559379803515338,0.08648056923918993,0.7861535586427697
['whole_milk'],['soda'],0.011628684087415625,0.07363520947947524,0.7582956912879478
['soda'],['whole_milk'],0.011628684087415625,0.11975223675154852,0.7582956912879478
['whole_milk'],['yogurt'],0.011160863463209249,0.07067287346593314,0.8229402378760758
['yogurt'],['whole_milk'],0.011160863463209249,0.12996108949416343,0.8229402378760761
